id,topic,stance,substance,source,line
2139,marijuana,Pro,p-Other,K105, they r putting pot heads in jail and not saving any room for the people that actually deserve it
2140,marijuana,Con,c-crime,K223,"Still, you're going to have crime because people will sell it on their own by making their own."
2141,marijuana,Pro,p-right,K71,we shouldnt put people in jail for smokin pot when we have murderers all over the country.
2142,marijuana,Pro,p-Other,K71,We have to pay with our tax dollars to house those so called criminals.
2143,marijuana,Pro,p-legal,K71,not only will it help bring it us out of our major debt but will stop violence over drugs.
2144,marijuana,Pro,p-right,I17,Victimless crime.
2145,marijuana,Pro,p-not_addictive,I17,"Marijuana has negative effects like any drug, but causal use is practically harmless."
2146,marijuana,Pro,p-right,K222,"when we ended prohibiton on alcohol, crime dropped drasticly"
2147,marijuana,Pro,p-right,I16,"People have the right to do what they want in America, so long as they don't harm others."
2148,marijuana,Pro,p-medicine,K70, the federal and state governments give money and marijuana to people for medical reasons.
2149,marijuana,Pro,p-no_damage,K70,there has never been a death to the use of marijuana.
2150,marijuana,Pro,p-not_addictive,I85,"I don't think the stigma will change before it is legalized.  .  If it was, everybody could see that is is less dangerous than alcohol for sure."
2151,marijuana,Con,c-mind,E15,marijuana is actually more dangerous than I previously believed. The really interesting point the documentary highlighted was the risk of psychosis from taking the drug where the THC content was very high.
2152,marijuana,Pro,p-Other,E15,"de-criminalising the drug will make it easier to treat people who do end up abusing it and need help. If you have a drink problem today, you can turn to friends and family as well as your doctor. If you're a ""druggy"" you're very unlikely to get any help from anyone, making any problem you might develop possibly worse."
2153,marijuana,Pro,p-legal,E15, I think the children would benefit too. If it became socially acceptable to smoke pot in special cafes open only to adults then children would not have easy access as they do now with all the street dealers around.
2154,marijuana,Pro,p-not_addictive,E14,"Feel free to discuss mind altering affects, but NOTHING in the world has a more negative affect on the mind than nicotine."
2155,marijuana,Pro,p-legal,E14,"Just make it illiegal to sell to minors, and restrict minors from puchase and use"
2156,marijuana,Pro,p-Other,B27,The problem is that people under the influence of marijuana are more likely to commit crimes.   There is not a single shred of scientific evidence to support this notion.
2157,marijuana,Con,c-crime,B26,"The problem is that people under the influence of marijuana are more likely to commit crimes. If it is legalized, we need to be prepared to dump unlimited capital case appeals and do some executing."
2158,marijuana,Pro,p-legal,B26,"If we legalized marijuana, it would likely bankrupt the cartels, which are profitable because they are the biggest ""under the table"" distributer. People would have no reason to buy from them when they could grow their own, or buy it cheaply from WalMart."
2159,marijuana,Pro,p-legal,E21,"More people could get jobs because they wouldn't have to worry about drug tests. And it would make more jobs for people: farming it, selling it, bong and pipe sales will go up, etc."
2160,marijuana,Pro,p-medicine,E20,The best way I can put it is that it relaxes you enough for you to notice the world around you. It slows the momentum of life so that you are more aware of your environment.
2161,marijuana,Pro,p-legal,K179," Besides that; look at Amsterdam, did it happen there?"
2162,marijuana,Pro,p-Other,K178,"after legalizing eventually we would get all the benefits to our society that drug war has promised us for 35 years and failed to deliver, but because of a few years of hardships we should ignore these benefits and continue the war that has failed for over 35 years... Oh yes it makes perfect sense...NOT!!!"
2163,marijuana,Pro,p-right,B9, People should have the choice just like people choose to eat fatty foods and drink soda.
2164,marijuana,Pro,p-not_addictive,B9,"So, if doesn't hurt your body, what is the big deal for recreational use?"
2165,marijuana,Pro,p-not_addictive,B13," those who smoke weed should be able to smoke in the smoking section in restaurants the same as cigarette smokers because weed or cigarettes are both drugs along with it's cousin alcohol. Both have a disgusting odor. 450,000 people die to cigarette causes a year while 0 have died from weed causes ever.  What is your fundamental reason to keep weed illegal? None of the reasons are any more than those of cigarettes or alcohol."
2166,marijuana,Pro,p-not_addictive,N11, The National Institute on Drug Abuse (NIDA) alcohol drinks has bigger danger for health than marijuana.
2167,marijuana,Con,c-Other,N10,"To drug policy reformers, prohibition of marijuana is not just a cause to be supported, but a mandatory way of life, necessary to uphold society’s moral fiber."
2168,marijuana,Con,c-mind,N10,"Marijuana causes some parts of the brain - such as those governing the emotions, memory and judgment - to spin out of control"
2169,marijuana,Con,c-health,N10,"You can relieve your migraine, but you also have a higher chance of developing lung cancer"
2170,marijuana,Con,c-addiction,N10,Its smoke carries more tar and other particles than tobacco.
2171,marijuana,Pro,p-medicine,K217,The only study that proved anything about the relationship between marijuana and brain cells showed that it hinders the growth of cancers brain cells while leaving healthy ones alone.
2172,marijuana,Pro,p-no_damage,K217,"No marijuana does not kill brain cells, this has been disproved time and time again."
2173,marijuana,Pro,p-right,K45,"The greatest benefit of legalization would be an end to mandatory sentencing, which has ruined so many young peoples lives."
2174,marijuana,Pro,p-right,I23,It's your choice if you're going to do it or not.
2175,marijuana,Pro,p-Other,I23,Marijuana being illegal is part of the reason why people do it.
2176,marijuana,Pro,p-legal,I23,"It outta just be legalized, and the government can tax the hell out of it like with cigarettes."
2177,marijuana,Pro,p-medicine,K216, in fact if anything recently it has been shown to be HEALTHY for your brain
2178,marijuana,Pro,p-no_damage,K216,Actualy its proven that marijuana does not kill braincells
2179,marijuana,Pro,p-right,I22,Prohibition doesn't work.
2180,marijuana,Pro,p-right,K44,"Penalties against possession of a drug should not be more damaging to an individual than the use of the drug itself; and where they are, they should be changed. Nowhere is this more clear than in the laws against possession of marihuana in private for personal use"
2181,marijuana,Pro,p-Other,K44,"Why use up the forests which were centuries in the making and the mines which required ages to lay down, if we can get the equivalent of forest and mineral products in the annual growth of the hemp fields"
2182,marijuana,Pro,p-Other,F1,"If everyone was enjoying a little weed at the same time, we owuld likey solve world peace and add the the hunger problem around the planet."
2183,marijuana,Pro,p-not_addictive,K130,There is nothing about marijuana specifically that causes people to lose their drive and ambition.
2184,marijuana,Pro,p-no_damage,K130,"For twenty-five years, researchers have searched for a marijuana-induced amotivational syndrome and have failed to find it."
2185,marijuana,Pro,p-right,K131,denying people the right to a trustworthy and accountable Cannabis industry is authoritarian at best.
2186,marijuana,Pro,p-not_addictive,K131,why do I have to go through illegal channels to enjoy a healthier substance (Cannabis) than a legal substance (Alcohol) in my spare time
2187,marijuana,Pro,p-Other,A7,Anything that grows out of the Earth should be legal to do whatever you'd like to do with it.
2188,marijuana,Pro,p-legal,A6,"Marijuana is one of the popular agricultural products in the US. According to an estimate by Californian authorities, annual marijuana sales in the state could be worth 14 billion dollars. And new tax revenues from legalizing marijuana could well exceed 1 billion dollars, just in California. Imagine what the revenue will be if it is legalized in the whole of US!"
2189,marijuana,Con,c-Other,K147,"The cartel only has scared the law enforcment into not doing anything. If someone investigates a murder there head is choped off and sent to there office. Why, would we want that here in America. That would destroy our inalibe right to life and liberty . We could get killed in gang fights or worse if we partake in buying Cannabis then we can get killed for going to the the wrong person."
2190,marijuana,Con,c-Other,K146," Since it isn't legal in any country in the whole world, then if we legalize it, all the gangs who sell cannabis will move to the United States, because they can do their operation without getting in trouble. We would be taken over by the Mexican Cartel, plus the cartel would most likely rob every Marijuanna store their is."
2191,marijuana,Con,c-health,C25,It is a drug not a pain killer.
2192,marijuana,Pro,p-not_addictive,C24," there are thousands of people who smoke weed everyday, and still work well on the job, I don't see it as becoming a major issue."
2193,marijuana,Pro,p-legal,C24," It would definitely be taxed highly if it were legal, people can grow their own vegetables but they still buy them + pay tax. Lots and lots of money would be made off of marijuana, billions."
2194,marijuana,Pro,p-not_addictive,H5,"I don't personally use it, or have any real want to, but I don't think it's any worse than alcohol or cigarettes."
2195,marijuana,Pro,p-legal,H4,Yes and it should fall under the same laws that alcohol does. Like no driving while stoned kind of stuff.
2196,marijuana,Con,c-Other,D16,"If we legalize marijuana, it will make our economy worse than it is."
2197,marijuana,Con,c-illegal,D16,"With the adults that now think it'll be okay to do it, they will possibly become addicted."
2198,marijuana,Con,c-crime,F38,"It would be loads of empathy and joy for about 6 hours, then irrational, stimulant-induced paranoia. If we can expect the former to bring about peace on Earth, the latter would surely bring about WWIII."
2199,marijuana,Con,c-mind,F39,"If peace means a mature way to act actively throughout our lives, reasoning and trying to solve world problems then a joint wouldnt solve it."
2200,marijuana,Pro,p-legal,K32,"im not for legalizing it, but all i'm saying is that if we took all the money that we put into the war on drugs and had it back, we could buy all the weed farms in the world and eradicate the substance."
2201,marijuana,Con,c-addiction,I55,Marijuana is a drug that can lead to other drugs.
2202,obama,Pro,p-health,M25,"Imagine a three child, out of work family that lives in poverty. Now imagine if one of the children got a life threatening disease and needed treatment. They are to poor for health care, Obama's Health Care plan will save that young child's life."
2203,obama,Con,c-Other,F87,"But if you believe in freedom, and the Constitution, and the God given rights of man and responsibility, then Obama must be thrown out."
2204,obama,Pro,p-republicans,G2,"You can't expect shit to get done  right now . Especially with all of the bureaucracy we've let happen.  Ask this question at the end of his term. And if he hasn't done anything, then don't vote for him."
2205,obama,Pro,p-War,F15,Ended War in Iraq. Self-Explanotry.
2206,obama,Pro,p-quality,F15,"Received the Nobel Peace Prize. Now this isn't actually evidence, but it is quite telling."
2207,obama,Pro,p-economy,F15,His stimulus cut taxes for 95% of Americans.
2208,obama,Pro,p-foreign_policies,F15,Engagement in Libya. Tactical air support and missiles without a single combat troop on the ground. Not one.
2209,obama,Con,c-War,J85,i don't think he should because he still is trying to fight the war
2210,obama,Pro,p-economy,F14,"Taxation isn’t theft, because like it or not you are part of a group of people and insofar as that group needs defense and the rule of law at a bare minimum, you have an obligation to them."
2211,obama,Con,c-Other,J84,he has never done anything to help me as an individual
2212,obama,Pro,p-War,N1,"we are still able to defend ourselves reasonably well despite Obama's less military stance (we DID get Osama during his term, didn't we?)"
2213,obama,Pro,p-economy,N1,"I invite you to examine the data instead: the economy is on the rise, jobs are on the rise"
2214,obama,Pro,p-republicans,N1,"Unless the Republicans can come up with someone smarter, better, and more Presidential, I will be re-electing him gratefully."
2215,obama,Pro,p-health,N1,"""Obamacare"" has been helpful to many"
2216,obama,Con,c-economy,G135,I'm with the rising poll of isolationist that believe Afghany war is going to add more debt and spend 500 Billion to help a country that only has two paved roads in the entire country. I was hoping that Obama was to withdraw troops and start to focus on America's problems. 500 billion to give to companies to help build up there infrastructure.
2217,obama,Pro,p-foreign_policies,G55,Visited more countries and met with more world leaders than any president in his first six months in   office
2218,obama,Pro,p-quality,E33,I like Obama . And I think he has great Leadership Quality.
2219,obama,Pro,p-decision_policies,K56,"I agree (more or less) with the healthcare reforms, his overturning of policies involving Embryonic Stem Cells, the ""Matthew Shepard and James Byrd, Jr. Hate Crimes Prevention Act"", ""Don't Ask, Don't Tell Repeal Act of 2010"" and his ending of the War in Iraq."
2220,obama,Pro,p-economy,K56,"President Obama's 2010 Budget Deficit was $1.3 trillion.  For every dollar the government spends, that is one less dollar in the private economy, which the economy shrinks, which means less wealth is created.   We just entered and exited a great worldwide recession over a period of three years, in which Obama spent almost a trillion in economic stimulus."
2221,obama,Pro,p-republicans,K56,"I do not believe a Republican President would have done much different, because only Libertarians support doing nothing as massive businesses go bankrupt and take their employees and investors with them."
2222,obama,Pro,p-foreign_policies,K56,His diplomacy might be a step in the right direction
2223,obama,Con,c-War,E104,he is sending more troops to iraq and he said they would be out by 2012.
2224,obama,Con,c-Other,E104,hes just a piece of shit and he hasn't done any thing to help the u.s.
2225,obama,Pro,p-quality,J29,i think obama because obama been a good president so far all the good things he done for us
2226,obama,Con,c-health,A19,"Federal regulation of health care should be limited and focused  For example, individuals who are continuously covered for a specified period of time should not be denied access to insurance because of pre-existing conditions.  individuals should be allowed to purchase insurance across state lines, free from costly state benefit requirements.  Finally, individuals and small businesses should be allowed to form purchasing pools to lower insurance costs and improve choice.  Regulation can correct common failures in insurance markets, but it is often counterproductive.  Regulation places a burden on good portions of the economy, not just bad portions.  Regulations function as a hidden tax. The federal government’s own Small Business Administration placing the price tag of regulation at $1.75 trillion annually—much higher than the entire burden of individual and corporate income taxes combined."
2227,obama,Pro,p-decision_policies,A18,"I would also like to point out that fetuses are not babies,"
2228,obama,Pro,p-health,A18,Health insurance companies have been raping us for years with double digit cost increases for absolutely no reason but that they wanted more money. For that alone Obama is already going to go down in history as a great president - hate to break it to you.
2229,obama,Pro,p-republicans,K21,"No one has a chance if elections were today. Even at his least popular he's been more popular than either politcal party, and more popular than any potential candidate."
2230,obama,Pro,p-job,K21,If unemployment is still above 9% in two years there may be someone who can beat him. That likely is not going to happen though.
2231,obama,Pro,p-economy,K20,"Obama as been helping to keep the economy from falling. Without him, our country's economy, government, and military would be in total chaos."
2232,obama,Con,c-economy,J60,"we have people over here starving to death,people who cant afford to go to the doctor,no jobs anywhere....but yet lets send 7.3 billion dollars to another country to help them out...it dont make sence."
2233,obama,Con,c-economy,I7,"When people get taxed, all that money goes to the Federal Reserve, and since Obama's presidency, over a dozen trillion US dollars have magically disappeared from it. ($12,000,000,000,000) Where did it all go?"
2234,obama,Con,c-quality,K68,He should have never been elected to start with! He is anti-America!
2235,obama,Con,c-Other,A50," I'm sure Obama is a good neighbor, I just disagree greatly with his politics."
2236,obama,Pro,p-War,A51,we've ramped up involvement in Afghanistan like he said
2237,obama,Pro,p-economy,A51,"the economy has improved somewhat - not as fast as anyone would like, but it has improved."
2238,obama,Pro,p-health,A51,he passed healthcare like he said
2239,obama,Con,c-economy,A64,HE IS SPENDING A CRAP LOAD OF MONEY AND WE ARE ALL GOING BROKE.
2240,obama,Con,c-health,M66,Did you know that the people could not vote for the healthcare plan. Obama just pushed it into action with of coarse help from other democrats. This healthcare plan can get america broke.
2241,obama,Pro,p-republicans,C1,He's doing fine. Alot better than the last one we had.
2242,obama,Pro,p-decision_policies,G84,"Unveiled a program on Earth Day 2009 to develop the renewable energy projects on the waters of our Outer Continental Shelf that produce electricity from wind, wave, and ocean currents. These regulations will enable, for the first time ever, the nation to tap into our ocean’s vast sustainable resources to generate clean energy in an environmentally sound and safe manner"
2243,obama,Con,c-economy,L27,We are stuck in a crappy position and our economy is sinking!
2244,obama,Con,c-Other,L27,We are in trouble and Obama hasn't done what he promised to do.
2245,obama,Con,c-economy,L26,"How is spending more money going to help our debt that makes NOOO sense and dems will say ""we will go bankrupt"" HELLO we have been pretty much with over 14 trillion dollars in debt!"
2246,obama,Con,c-republicans,L26,Did anyone know that or joke for a president has got us into more debt in 3 years than bush did in 8?
2247,obama,Con,c-Other,L26,He is destroying our country inside and out
2248,obama,Con,c-job,L26,Jobs? give me a break the only jobs obama baby has made is for the freakin foreigners
2249,obama,Pro,p-Other,G9,"Well if you're going to give Bush credit for things he  wanted  to do, then you have to give Obama credit for things he  wants  to do: Universal health care, clean energy research, financial reform, and closing Guantanamo"
2250,obama,Con,c-Other,E70,"He really wants nothing less than total control of our personal lives, monies, religion ,and it starting to sound like Germany in the late 30s."
2251,obama,Con,c-quality,G16,What a joke you believe anything that liar will tell you. for crying out loud he won't even show you his birth cert. Don't bring up that BS one on the Internet that doesn't show what hospital or DR delivered the man is a facade.
2252,obama,Con,c-Other,E94,"Obama won because or country was so pissed off with Bush that a turtle could have successfully ran against him. People didn't vote  for  Obama, they voted  against  Bush, and unfortunately, our country was too angry and stupid to pay attention to the platform of our current Eunuch-in-Chief."
2253,obama,Pro,p-quality,K62,"every president with outstanding performance, pleasing personality, and with high-educated standard is qualified and deserving in its position like Obama."
2254,obama,Pro,p-decision_policies,E95,"I, on the other hand, am not most people, and I supported him way back in the primaries based on policy.   I think he's doing great, overcoming a few rocky bumps at a time."
2255,obama,Pro,p-quality,N36,"He's more honest and his presidency has been markedly more transparent (it's one of his hallmarks; see: the White House webpage, e.g.) than his predecessors."
2256,obama,Con,c-economy,N37,obama got us 5.1 trillion dollars in dept already. Raised the tax on fuel and gave huge amounts of money to solar power manufactures. That are horrible at creating energy. And trying to make coal more expensive which are used in coal plants that make 50% of U.S power. Raising electricity prices.
2257,obama,Con,c-job,N37,And obama lost 4 million jobs.
2258,obama,Con,c-economy,B34,yah obama did one thing he said he would... he did change the economy. just not like we wanted him to
2259,obama,Con,c-health,M4,"What has he done? Don't mention that health care reform because we both know that it is health insurance reform and health care reform is fixing the actual system who provide the actual care. Health insurance don't provide care, they finance it."
2260,obama,Pro,p-economy,F21,"Under Obama, the economy grows."
2261,obama,Con,c-job,F20,"Also, and this is not an attack on Obama's stimulus package ( I am here to learn), what jobs did Obama create that wouldn't have been created on their own."
2262,obama,Con,c-decision_policies,F20,Obama is clearly against a free market. In my opinion he has great ideas but they are too far fetched.
2263,obama,Pro,p-republicans,M82,I can agree with that Obama has done something and he is busier than Bush.
2264,obama,Pro,p-health,G101,Extended discounted COBRA health coverage for the nation's unemployed from 9 months to 15 months.
2265,obama,Con,c-economy,M10,"Yeah that legislation is working great now that the housing market is out of the economic trough. OHH wait, it isn't."
2266,obama,Con,c-Other,A80,"For nothing else alone, I dislike Obama simply because he canceled the back to the moon program."
2267,obama,Con,c-economy,J22,"But when you are talking about a huge budget, increase with more taxes during a time when people and employer's are struggling to make it, it leaves no incentive to hire."
2268,obama,Pro,p-republicans,K41,Why shouldn't he get a second term? He is sooo much better than Bush!
2269,obama,Pro,p-quality,K40,"Osama's death is some proof that Obama is a good leader. He did not reveal he knew where Osama was in his campaign, which would have guaranteed his victory. This makes him an ideal president."
2270,obama,Pro,p-foreign_policies,N15,"Net Zero Illegal Immigration from Mexico.   Inbound immigration was smaller this year than outbound immigration. Much of it is because of unemployment, but it is also because of enforcement by the Obama Administration."
2271,obama,Pro,p-foreign_policies,N14,"I remember hearing that he has already signed 2 republican-led bills to increase border security. After a third bill was pushed, he commented that no matter what he did republicans wouldn't be happy with border security until there was a moat with Alligators in it."
2272,obama,Pro,p-quality,J49,"He would be able to accomplish a lot more if the Republicans in Congress would cooperate. Right now they are purposely doing everything they can to hold him back, just so they can watch his approval rating go down. Fortunately he seems to be slowly moving forward despite their obstructionism."
2273,obama,Con,c-Other,J48,"I feel like Obama had so much hype that a lot of Americans are sort of disillusioned. Of course, many still think he's the Messiah, but more and more people who voted for him and supported him are realizing that he's not doing nearly as much as he said he would."
2274,obama,Con,c-republicans,B17, His policies on the War on Drugs are even more authoritarian than Bush's.
2275,obama,Con,c-War,B16,"he's failed in a lot of aspects that I thought he'd do better, drones in Pakistan and others, hasn't pushed Republicans far enough to help the economy, and hasn't done shit to stop everything with Iran."
2276,obama,Pro,p-economy,B16,"Regardless, he's making an effort, and being blocked off, for no real reason."
2277,obama,Pro,p-War,G42,"Announced a plan to responsibly end the war in Iraq:   http://www.nytimes.com/2009/02/28/ washington/28troops.html    (and has reduced troops to under 50,000 as of now)"
2278,obama,Con,c-health,E24,"Even the health care bill accomplished almost nothing the democratic party wanted and mostly played into the pocketbooks of the Insurance company, who will now get more business and have an excuse to charge what they want."
2279,obama,Con,c-quality,E24,Obama and the dems in Congress inability to either work together and use their super majority or approach the republicans in a way to make things work
2280,obama,Pro,p-quality,A30,"He represents more than the hope of change for a nation, but the desire to return to our non-religious-super-zealotous views of who we really are as Americans."
2281,obama,Pro,p-republicans,A30,He is far better than anything the RNC has put forth.
2282,obama,Con,c-quality,G122,Obama's inexperience is starting to show through. He has the entire house and Senate majority and still he has done nothing.
2283,obama,Pro,p-republicans,G99,Eliminated federal funding for abstinence-only education which was significantly increased during the Bush Administration to $176 million annually
2284,obama,Con,c-economy,M33,"the tax rate is going to go way up when out genarashon starts to pay taxs because of everything Obama has doen with our money. I personly think he could have thought of a better way to spend our money that is not waist full, or that the younger people will have to pay off. Obama should have not won."
2285,obama,Pro,p-republicans,F4,"I agree, bush put us in debt for the next 100 years, so we can blame him forever. You republicans are nothing more than a brotherhood of rich racists. You took us from our homeland and made billions of dollars off us and now you keep that money while we starve in the streets. You have kept us down so long we are killing each other because we have no money. It's time for you to give us your money and Obamas going to do it."
2286,obama,Con,c-economy,F90,he has had three years to make some changes to this economy and he hasn't! Actually if you haven't heard it has DROPPED!
2287,obama,Pro,p-economy,F91,Best January for the economy in this century.   Dow at 3 year high.   Nasdaq at 11 year high.
2288,obama,Pro,p-job,F91,Lowest unemployment in 3 years.
2289,obama,Pro,p-republicans,H1,i'm not sure how anyone can compare this president to the last one and not say Obama is doing a much better job.
2290,obama,Con,c-quality,A47, im anti-obama because I'm racsit (not to all blacks just to him because he's black) why cant he go back to the country his parents came from and become leader over there
2291,obama,Con,c-Other,A46,"He may be a fluke, or he may be just the first step into the fears of the majority of American people."
2292,obama,Con,c-decision_policies,A46,"However, some of his slogans and policies worry me."
2293,obama,Pro,p-quality,M44,I just love the fact that there's somebody mixed race heading a racist country.  For that one reason I would vote for him.  If he does well for the country - good on him and maybe people will realise it.
2294,obama,Pro,p-republicans,B29,"You were only off by $5trillion.   for the wars (BOTH OF THEM)   $2 trillion+ is for the wars. That cost was inherited by Obama. Thankfully, Obama is ending this neocon trend."
2295,obama,Pro,p-economy,A3,even the stimulus bill was a good idea!
2296,obama,Pro,p-health,A3,"He will create affordable healthcare, and no it wont be government healthcare!"
2297,obama,Con,c-economy,B28,Bush raised the debt by two BILLION for the wars (BOTH OF THEM) Obama has outspent that in a week.
2298,obama,Con,c-republicans,H11,"He's kept up Bush's policies, and only made them worse.   He's put this country into even more debt.  He's spent more than Bush's worse year.  I don't understand how anyone could say he's better than Bush."
2299,obama,Con,c-economy,J76," It's even worse and is still going downhill! 1 trillion dollars of debt not enough for you, eh?"
2300,obama,Pro,p-economy,H10,"We spent our way out of the great depression. Paying for tanks and planes. Paying for rifles, uniforms, and ammunition. Expenditure at this time was unprecedented. Someone had to make these materials. Factory workers suddenly had income again, and they could go out and spend their income. This spurred the economy."
2301,obama,Pro,p-republicans,K36,"Obama has been helping and taken control of a lot of important things that would have turned out badly. In his second term, if he gets it, he will be able to adress more and more problems."
2302,obama,Pro,p-decision_policies,K37,yes i agree he is the awsome sauce of my day go oboma you deserve to be president and i agree with u
2303,obama,Pro,p-health,G92,Provided federal support for stem-cell and new biomedical research
2304,obama,Con,c-economy,G129,Still waiting for something positive where is the real Stimulus that will create private sector jobs which is where the real health of our nation lies. What happens when the Stimulus money runs out then what? The Stimulus package they gave us is like trying to fix a broken dam with a band aid.
2305,obama,Pro,p-health,G93,Issued an Executive Order repealing the Bush-Era restrictions on embryonic stem cell research
2306,obama,Con,c-quality,L30,"No, he is a scam. He can't even do things straight and is full of pride. He can't admit that he is wrong when he is.  I also love how he's spent millions on his family vacations. Oh, and the what is it? 40 personal maids the first lady has? What a black bimbo."
2307,obama,Con,c-economy,L31,"His ""Jobs Plan"" covers about four months of our countries debt. -_- he sucks"
2308,obama,Con,c-decision_policies,J98,"No, he isn't a very good presidant!!! He is with abortion and yet he has children!!!!"
2309,obama,Pro,p-War,G48,"Developed a comprehensive new strategy on Afghanistan and Pakistan that will help defeat Al Qaeda and authorized the deployment of more than 21,000 troops to Afghanistan"
2310,obama,Con,c-War,O17,"Osama was caught because of a ten-year investigation, many hard-working people in the military, and Seal Team 6. Obama just did what anyone else would've done and signed the assassination papers."
2311,obama,Con,c-health,M70,Health Care is a Gateway for more government control.
2312,obama,Con,c-decision_policies,M70,"No, his policies are crap."
2313,obama,Pro,p-War,O16,"Look how much hes done in the protective/defense category! During his presidency, Osama has been caught, as well as many other threats to our country as a whole."
2314,obama,Pro,p-economy,H25,"though spending during the largest recession since the Great Depression will be different than normal economic spending), so how did he do:   The budget deficit for fiscal 2010 narrowed to $1.294 trillion from last year's record $1.416 trillion as tax collections started to recover and bailout spending fell sharply  The Treasury Department said on Friday the deficit came to 8.94 percent of gross domestic product for the year ended September 30, versus 10 percent in fiscal 2009.  The government called the deficit-to-GDP improvement the biggest since fiscal 1987""    http://www.reuters.com/article/ idUSTRE69E54M20101016    sure - starting from a terrible number inflates the progress, but it is progress."
2315,obama,Pro,p-quality,J43,yes obama will win because he is one of the best presidents weve ever had
2316,obama,Con,c-economy,H24,"However, the budget FY2010 is the sole responsible of President Obama. All the deficit is his. Are you going to blame this budget on Bush as well?  ""The federal government recorded a total budget deficit of $1.4 trillion in fiscal year 2009, about $960 billion more than the deficit incurred in 2008."""
2317,obama,Con,c-health,B7," if the Supreme Court doesn't rule Obamacare unconstitutional, the national debt will exceed anything anyone could have dreamed of in the 90s."
2318,obama,Con,c-economy,B7,The national debt has increased more under Obama than any other president
2319,obama,Pro,p-War,F41,ending the war
2320,obama,Pro,p-economy,F41,He has really tried to get the economy back on it's feet
2321,obama,Pro,p-republicans,F41,"And these people running for president, all I hear is ""blah, blah, blah"" but no one cares about the ""real issues"" facing American such as: health care for low income people, jobs coming back to America, creating jobs for teachers, bringing discipline back in the classrooms, etc."
2322,obama,Pro,p-job,F41,bringing jobs back to America
2323,obama,Pro,p-republicans,F40,Obama is simply the only valid choice between him and the four other Republican candidates.
2324,obama,Pro,p-republicans,L79,"Out of everyone we have now. Yes, Obama should be realected becuse now he is the best man for the job sadly"
2325,obama,Con,c-quality,K5,Why in the hell would we want to give the Destroyer in Chief a second chance??? What? He hasn't done enough damage for ya yet?
2326,obama,Pro,p-War,L78,He has helped in some areas and stopped a war.
2327,obama,Pro,p-Other,L78,He has been trying to bridge the huge gap between the republicans and democrats and yet all of the republicans still find fault with him.
2328,obama,Con,c-decision_policies,A73,Obama is gonna turn America into the USSA United Socialist States America  or the LSA Liberal States America.  There is not an ounce of capitalism or freedom in him.
2329,obama,Con,c-Other,A72,He wants this country to be a welfare state.The black vote will go his way because they would rather get things for free than to WORK!
2330,obama,Con,c-quality,A72,Obama is a liberal black socialist and the media will not speak against him because they cater to the blacks.
2331,obama,Con,c-quality,C14,He's just another puppet politician serving the Powers That Be.
2332,obama,Con,c-quality,E119,I have no respect for the guy who worships with Terrorist-Americans through there same relegious beliefs!! Obama has the same relegious beleifs as Osama Bin Loden for crying out loud!!??
2333,obama,Con,c-decision_policies,K100,He is not doing anything ideologically and politically new.
2334,obama,Pro,p-quality,J34,Barack Obama is unbeatable!!
2335,obama,Pro,p-republicans,J34,"Of course Obama is going to win that guys a boss he will boss his way till all his trems are complete, theres no taling him down!"
2336,obama,Con,c-quality,K101,He has been the absolute worst President ever...We need to get him out of there!
2337,obama,Con,c-economy,E118,i have a dream....that one day....that black nigga will remove the welfare system and all you niggas will realize what a dumb mistake you have made
2338,obama,Pro,p-War,E1,Beginning the withdrawal of US troops from Iraq
2339,obama,Pro,p-Other,E1,"Spending has actually been cut, and everyone conveniently ignored that Obama finally ended the f-22 program which Presidents have been trying to elimante but couldn't because they were not cool enough since Bush Sr. In fact Obama has passed 60% of cuts, much more than Bush Jr. - hence actually  shrinking  the size of government."
2340,obama,Pro,p-economy,E1," Due to the stimulus package, the economy is improving."
2341,obama,Pro,p-job,E1,"we actually gained 200,000 jobs in January the most recent numbers indicate."
2342,obama,Pro,p-health,E1,Every nation that has ever passed a Healthcare plan similar to the one Obama passed was happy for it and held that residing government in great esteem in subsequent generations. This will be no different.
2343,obama,Pro,p-republicans,F36,"He will be re-elected but it is the reason for that bothers me. It is not about what he has done or not done. In 2012, it is about how the Republican Party has acted so poorly over the last year most recently and continually with the budget then add in the total lack of viable Republican candidates."
2344,obama,Pro,p-War,F37,He has gotten troops out of countries
2345,obama,Pro,p-Other,F37,He has done sooo much to help the world!
2346,obama,Con,c-republicans,L2,I don't care if they dig up Moe Howard...I'd rather vote for him.
2347,obama,Con,c-economy,L3,"America needs to stop the hair of the dog spending and consumerism, and start savings and investing."
2348,obama,Pro,p-decision_policies,G117,Increased funding for student loans and pell grants for 2010 students
2349,obama,Pro,p-job,E11,"Unemployment counts only people that are seeking employment, so in reality your argument holds no real merit because either more people are losing jobs or more people that had stopped looking for jobs, started looking again after the stimulus, therefore making them counted as unemployed."
2350,obama,Pro,p-economy,G77,52 billion  profit  for federal reserve in 2009
2351,obama,Pro,p-economy,G76,"Provided tax credits to first-time home buyers through the Worker, Homeownership, and Business Assistance Act of 2009 to revitalize the U.S. housing market"
2352,obama,Con,c-quality,N20,I think most people with any common sense is fed up with all his lies and BS!
